priorite;score;nom_entreprise;adresse;telephone;telephone_intl;site_web;statut_web;note_google;nombre_avis;nb_photos_api;niche;ville;raisons;horaires_apercu;lien_google_maps;place_id;statut_appel;date_appel;notes;date_extraction
CHAUD;97;AD PRO 18;15A All. de la Ruette, 18570 Trouy, France;02 36 08 92 14;+33 2 36 08 92 14;https://www.facebook.com/Adpro18-100519008530104;Réseaux sociaux uniquement;4.9;93;10;plombier;Bourges;10+ photos API (excellent matériel visuel pour Claude) / 93 avis Google (très bon pour le scraping Maps) / Réseaux sociaux uniquement → pas de vrai site / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 12:00, 13:30 – 18:00 | mardi: 08:00 – 12:00, 13:30 – 18:00 | mercredi: 08:00 – 12:00, 13:30 – 18:00;https://maps.google.com/?cid=7812553347230467676;ChIJp9QgGa-X-kcRXAZ2auDDa2w;;;;2026-05-08
CHAUD;97;A.F.D.I;8 bis Rue du Moulin À Tan, 28000 Chartres, France;06 95 02 29 83;+33 6 95 02 29 83;http://www.facebook.com/Plombier-AFDI-981148358613026;Réseaux sociaux uniquement;4.8;68;10;plombier;Chartres;10+ photos API (excellent matériel visuel pour Claude) / 68 avis Google (très bon pour le scraping Maps) / Réseaux sociaux uniquement → pas de vrai site / Note 4.8/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=1557135857916863984;ChIJRex7jDUM5EcR8GUoDtAOnBU;;;;2026-05-08
CHAUD;97;Yann vous aide;14 Rte de la Ritière, 41160 Morée, France;06 98 27 57 13;+33 6 98 27 57 13;https://www.facebook.com/yannvousaide;Réseaux sociaux uniquement;5;56;10;paysagiste;Vendôme;10+ photos API (excellent matériel visuel pour Claude) / 56 avis Google (très bon pour le scraping Maps) / Réseaux sociaux uniquement → pas de vrai site / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=4270711405499821687;ChIJVZ_RZ4Zl40cRd64GZ2WdRDs;;;;2026-05-08
CHAUD;97;ABP Énergies;21 bis Av. David d'Angers, 49400 Saumur, France;02 49 19 06 03;+33 2 49 19 06 03;https://www.instagram.com/abp_energies?igsh=cDdwY2Z0MnJzMWoy&utm_source=qr;Réseaux sociaux uniquement;4.8;78;10;plombier;Saumur;10+ photos API (excellent matériel visuel pour Claude) / 78 avis Google (très bon pour le scraping Maps) / Réseaux sociaux uniquement → pas de vrai site / Note 4.8/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 16:30 | mardi: 08:00 – 16:30 | mercredi: 08:00 – 17:00;https://maps.google.com/?cid=3691233631428047350;ChIJTcAENdxZ_UcR9nE-SG7lOTM;;;;2026-05-08
CHAUD;97;CHAUVET ÉLAGAGE SAUMUR;8 Rue de la Rompure, 49400 Saumur, France;06 38 31 29 20;+33 6 38 31 29 20;https://www.facebook.com/Chauvet-Dominique-905770459601034;Réseaux sociaux uniquement;5;144;10;paysagiste;Saumur;10+ photos API (excellent matériel visuel pour Claude) / 144 avis Google (très bon pour le scraping Maps) / Réseaux sociaux uniquement → pas de vrai site / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=2049624850646268329;ChIJW5pgdz73B0gRqXmVOfG6cRw;;;;2026-05-08
CHAUD;97;HRP;Chem. de Guigne Soleil, 45300 Pithiviers-le-Vieil, France;07 45 10 27 00;+33 7 45 10 27 00;;Non;4.9;61;9;plombier;Pithiviers;9 photos API (bon matériel visuel) / 61 avis Google (très bon pour le scraping Maps) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 19:30 | mardi: 08:00 – 19:30 | mercredi: 08:00 – 19:30;https://maps.google.com/?cid=11365482991148655671;ChIJHwoH13OnwkcRN-QoRJBOup0;;;;2026-05-08
CHAUD;97;SARL Boudet Aurelien;5 ALLEE DU CHAMP DE LA PIERRE, 72400 Cherré-Au, France;06 31 27 15 18;+33 6 31 27 15 18;https://d.facebook.com/SARL-Aurelien-Boudet-966768296853151/;Réseaux sociaux uniquement;4.9;158;10;plombier;Nogent-le-Rotrou;10+ photos API (excellent matériel visuel pour Claude) / 158 avis Google (très bon pour le scraping Maps) / Réseaux sociaux uniquement → pas de vrai site / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 17:30 | mardi: 08:00 – 17:30 | mercredi: 08:00 – 17:30;https://maps.google.com/?cid=12033258022306601723;ChIJl2S9OUZT4kcR-1o0lmq4_qY;;;;2026-05-08
CHAUD;96;Plomberie Vendomoise;10 Rue du 11 Novembre, 41100 Azé, France;06 10 42 39 11;+33 6 10 42 39 11;;Non;4.9;39;10;plombier;Vendôme;10+ photos API (excellent matériel visuel pour Claude) / 39 avis Google (bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 07:30 – 19:30 | mardi: 07:30 – 19:30 | mercredi: 07:30 – 19:30;https://maps.google.com/?cid=12829755151613153800;ChIJM9qyXAsT40cRCNIj31VyDLI;;;;2026-05-08
CHAUD;96;AB Plomberie Dépannage;2 Rue Pierre André Gourgand, 28260 Anet, France;06 60 17 40 34;+33 6 60 17 40 34;;Non;5;31;10;plombier;Dreux;10+ photos API (excellent matériel visuel pour Claude) / 31 avis Google (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=644597855309361018;ChIJoQdZgAKt5kcRem-xjFUS8gg;;;;2026-05-08
CHAUD;96;LS Espaces Verts – Élagage & Abattage;4 Rue de la Fontaine, 49400 Souzay-Champigny, France;06 81 62 55 95;+33 6 81 62 55 95;;Non;5;33;10;paysagiste;Saumur;10+ photos API (excellent matériel visuel pour Claude) / 33 avis Google (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=18417143245770079451;ChIJKXk6xZ9QTy0R2zycLTTWlv8;;;;2026-05-08
CHAUD;95;BEN'S;23 Rue de Cabochon, 41000 Blois, France;07 68 11 30 06;+33 7 68 11 30 06;https://sites.google.com/view/bensfr/accueil;Annuaire/Pages Jaunes uniquement;4.9;197;10;plombier;Blois;10+ photos API (excellent matériel visuel pour Claude) / 197 avis Google (très bon pour le scraping Maps) / Annuaire/Pages Jaunes → pas de vrai site / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 19:00 | mardi: 08:00 – 19:00 | mercredi: 08:00 – 19:00;https://maps.google.com/?cid=7552650748162221888;ChIJw-kIkDNX40cRQCfM_NZn0Gg;;;;2026-05-08
CHAUD;94;Entreprise Loyer SARL;ZA Des Perrières, 75 All. Gustave Eiffel, 41350 Saint-Gervais-la-Forêt, France;02 54 50 51 20;+33 2 54 50 51 20;https://www.facebook.com/profile.php?id=61571829154499&utm_source=gmb;Réseaux sociaux uniquement;4.4;30;10;plombier;Blois;10+ photos API (excellent matériel visuel pour Claude) / 30 avis Google (bon) / Réseaux sociaux uniquement → pas de vrai site / Note 4.4/5 (idéale : crédible + marge d'amélioration) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 11:45, 13:30 – 17:30 | mardi: 08:00 – 11:45, 13:30 – 17:30 | mercredi: 08:00 – 11:45, 13:30 – 17:30;https://maps.google.com/?cid=15048825161610822777;ChIJ89UJDhyp5EcReQTGnMAq2NA;;;;2026-05-08
CHAUD;94;SCP PLOMBERIE;18 Rue de Moutiers, 28150 Boisville-la-Saint-Père, France;07 84 16 59 17;+33 7 84 16 59 17;https://www.facebook.com/SCP-Plomberie-392128408321830/;Réseaux sociaux uniquement;4.9;83;10;plombier;Chartres;10+ photos API (excellent matériel visuel pour Claude) / 83 avis Google (très bon pour le scraping Maps) / Réseaux sociaux uniquement → pas de vrai site / Note 4.9/5 (excellente réputation) / Catégorie artisan confirmée par Google;;https://maps.google.com/?cid=9932753848730032238;ChIJjyqLQsk_5EcRbpjy2v862Ik;;;;2026-05-08
CHAUD;93;Aea Domotique;39 Fbg Chartrain, 41100 Vendôme, France;02 54 80 79 07;+33 2 54 80 79 07;;Non;4.3;24;10;électricien;Vendôme;10+ photos API (excellent matériel visuel pour Claude) / 24 avis Google (correct, au seuil minimum) / Aucun site web → opportunité maximale / Note 4.3/5 (idéale : crédible + marge d'amélioration) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:45 – 12:15, 13:30 – 17:00 | mardi: 08:45 – 12:15, 13:30 – 17:00 | mercredi: 08:45 – 12:15, 13:30 – 17:00;https://maps.google.com/?cid=8819862881862607904;ChIJNXh1Tstr40cRIOQSuY9yZno;;;;2026-05-08
CHAUD;93;D.S.Ligneau Horticulture;65B Rue du Colonel Vaslin de la Vaissière, 41200 Romorantin-Lanthenay, France;06 30 20 00 99;+33 6 30 20 00 99;;Non;4.6;86;7;paysagiste;Romorantin;7 photos API (matériel suffisant) / 86 avis Google (très bon pour le scraping Maps) / Aucun site web → opportunité maximale / Note 4.6/5 (idéale : crédible + marge d'amélioration) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:30 – 12:00, 14:00 – 18:30 | mardi: 08:30 – 12:00, 14:00 – 18:30 | mercredi: 08:30 – 12:00, 14:00 – 18:30;https://maps.google.com/?cid=4321155972766873336;ChIJ19tBQBs0-0cR-LbTd3bU9zs;;;;2026-05-08
CHAUD;90;Climéo Plombier 28;62 Rue de la Mairie, 28630 Berchères-les-Pierres, France;06 10 58 08 20;+33 6 10 58 08 20;;Non;5;36;8;plombier;Chartres;8 photos API (bon matériel visuel) / 36 avis Google (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 07:30 – 18:00 | mardi: 07:30 – 18:00 | mercredi: 07:30 – 18:00;https://maps.google.com/?cid=10850641201252780154;ChIJk37jiKJt5EcResjj8a44lZY;;;;2026-05-08
CHAUD;90;Da Silva Letra Daniel;Monplaisir, 1 route de la courdieu, 45360 Saint-Firmin-sur-Loire, France;06 22 86 50 28;+33 6 22 86 50 28;;Non;4.8;45;9;plombier;Gien;9 photos API (bon matériel visuel) / 45 avis Google (bon) / Aucun site web → opportunité maximale / Note 4.8/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:30 – 19:00 | mardi: 08:30 – 19:00 | mercredi: 08:30 – 19:00;https://maps.google.com/?cid=6533324713766887887;ChIJSwl6pDT370cRzyFbTjYIq1o;;;;2026-05-08
CHAUD;90;Mauduit Gregory;294 Rue de la Girardière, 37530 Chargé, France;07 77 95 57 20;+33 7 77 95 57 20;http://www.facebook.com/Etsmauduitplomberie;Réseaux sociaux uniquement;4.9;30;10;plombier;Amboise;10+ photos API (excellent matériel visuel pour Claude) / 30 avis Google (bon) / Réseaux sociaux uniquement → pas de vrai site / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 07:30 – 18:00 | mardi: 07:30 – 18:00 | mercredi: 07:30 – 18:00;https://maps.google.com/?cid=10075179822240893577;ChIJV-GMgK21_EcRiQra8Ko60os;;;;2026-05-08
CHAUD;90;Kren Elec;130 Rue du Pont Fouchard, 49400 Saumur, France;06 33 11 55 51;+33 6 33 11 55 51;https://www.facebook.com/profile.php?id=61558607212310;Réseaux sociaux uniquement;5;47;10;électricien;Saumur;10+ photos API (excellent matériel visuel pour Claude) / 47 avis Google (bon) / Réseaux sociaux uniquement → pas de vrai site / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 21:00 | mardi: 08:00 – 21:00 | mercredi: 08:00 – 21:00;https://maps.google.com/?cid=7459688952961343696;ChIJ7Z0gHIJd_UcR0KAqYJQjhmc;;;;2026-05-08
CHAUD;90;SPRD PLOMBERIE;4 Les Boutillats, 18200 Arcomps, France;06 50 84 90 31;+33 6 50 84 90 31;;Non;4.9;40;8;plombier;Saint-Amand-Montrond;8 photos API (bon matériel visuel) / 40 avis Google (bon) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 07:30 – 19:00 | mardi: 07:30 – 19:00 | mercredi: 07:30 – 19:00;https://maps.google.com/?cid=8260793217428680211;ChIJO_aoTMdl-kcRE-7K56k7pHI;;;;2026-05-08
CHAUD;90;B4J Connect;9 All. des Gentilles, 41200 Romorantin-Lanthenay, France;02 54 96 52 10;+33 2 54 96 52 10;https://www.facebook.com/B4jconnect?utm_source=gmb;Réseaux sociaux uniquement;5;40;10;électricien;Romorantin;10+ photos API (excellent matériel visuel pour Claude) / 40 avis Google (bon) / Réseaux sociaux uniquement → pas de vrai site / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 19:00 | mardi: 08:00 – 19:00 | mercredi: 08:00 – 19:00;https://maps.google.com/?cid=4844276482125125627;ChIJiawsE_kz-0cR-9fYXstTOkM;;;;2026-05-08
CHAUD;90;JB PLOMBERIE;Rue Belot, 28200 Donnemain-Saint-Mamès, France;06 37 20 33 54;+33 6 37 20 33 54;;Non;5;33;9;plombier;Châteaudun;9 photos API (bon matériel visuel) / 33 avis Google (bon) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 07:30 – 20:00 | mardi: 07:30 – 20:00 | mercredi: 07:30 – 20:00;https://maps.google.com/?cid=7310406444128666067;ChIJwRm5GJx_5EcR0wEEwu3Hc2U;;;;2026-05-08
CHAUD;89;MONGIS PLOMBERIE;4 Rue de Beauverger, 37100 Tours, France;07 69 53 59 25;+33 7 69 53 59 25;;Non;5;21;10;plombier;Tours;10+ photos API (excellent matériel visuel pour Claude) / 21 avis Google (correct, au seuil minimum) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 06:00 – 21:00 | mardi: 06:00 – 21:00 | mercredi: 06:00 – 21:00;https://maps.google.com/?cid=6939014482290746439;ChIJyVBKoY7V_EcRRyQ7POhUTGA;;;;2026-05-08
CHAUD;89;Aqua-Ty;31 Rue du Gué, 18000 Bourges, France;06 18 14 13 48;+33 6 18 14 13 48;;Non;5;25;10;plombier;Bourges;10+ photos API (excellent matériel visuel pour Claude) / 25 avis Google (correct, au seuil minimum) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=12679284717323127454;ChIJ59TnRQiX-kcRnooVzkXe9a8;;;;2026-05-08
CHAUD;89;greg 28 services;7 Rue Saint-Exupéry, 28630 Le Coudray, France;07 69 15 33 54;+33 7 69 15 33 54;;Non;5;29;10;électricien;Chartres;10+ photos API (excellent matériel visuel pour Claude) / 29 avis Google (correct, au seuil minimum) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=4973096578088729284;ChIJ98bmQncN5EcRxHqwOv38A0U;;;;2026-05-08
CHAUD;89;Charles paysagiste;12 Bd d'Anvaux, 36000 Châteauroux, France;07 61 43 99 83;+33 7 61 43 99 83;;Non;5;26;10;paysagiste;Châteauroux;10+ photos API (excellent matériel visuel pour Claude) / 26 avis Google (correct, au seuil minimum) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 09:00 – 17:00 | mardi: 09:00 – 17:00 | mercredi: 09:00 – 17:00;https://maps.google.com/?cid=8706876147192530519;ChIJcS6HYW6n-0cRV4a7kLkJ1Xg;;;;2026-05-08
CHAUD;89;Laroa Jason;33 Rue Alphonse Daudet, 36000 Châteauroux, France;06 01 00 83 33;+33 6 01 00 83 33;;Non;5;25;10;paysagiste;Châteauroux;10+ photos API (excellent matériel visuel pour Claude) / 25 avis Google (correct, au seuil minimum) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 19:00 | mardi: 08:00 – 19:00 | mercredi: 08:00 – 19:00;https://maps.google.com/?cid=10150220688521674804;ChIJNd2L32sJ-0cRNMAnI_DT3Iw;;;;2026-05-08
CHAUD;89;CHAUFFECO 41;26 le, 41160 Busloup, France;07 77 46 06 12;+33 7 77 46 06 12;;Non;4.8;27;10;plombier;Vendôme;10+ photos API (excellent matériel visuel pour Claude) / 27 avis Google (correct, au seuil minimum) / Aucun site web → opportunité maximale / Note 4.8/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 12:00, 13:30 – 19:00 | mardi: 08:00 – 12:00, 13:30 – 19:00 | mercredi: 08:00 – 12:00, 13:30 – 19:00;https://maps.google.com/?cid=1625624618043034420;ChIJE0zhNDZv40cRNMuVKPpgjxY;;;;2026-05-08
CHAUD;89;IRD Electricité;20 Pl. de la République, 45200 Montargis, France;06 64 50 81 89;+33 6 64 50 81 89;;Non;4.9;72;7;électricien;Montargis;7 photos API (matériel suffisant) / 72 avis Google (très bon pour le scraping Maps) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00;https://maps.google.com/?cid=12825148040037864023;ChIJ77V7rp5_5UcRVxJBHjEU_LE;;;;2026-05-08
CHAUD;89;M.D.P.C Plomberie chauffage;29 Av. Hector Berlioz, 28500 Vernouillet, France;06 48 58 37 43;+33 6 48 58 37 43;;Non;5;26;10;plombier;Dreux;10+ photos API (excellent matériel visuel pour Claude) / 26 avis Google (correct, au seuil minimum) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24;https://maps.google.com/?cid=15966390741294443943;ChIJr3FgL9ILTEQRp-3wH8kDlN0;;;;2026-05-08
CHAUD;89;E.I. Méron Thomas;Le Moulin À Vent, 49680 Vivy, France;06 24 83 81 63;+33 6 24 83 81 63;;Non;4.9;21;10;plombier;Saumur;10+ photos API (excellent matériel visuel pour Claude) / 21 avis Google (correct, au seuil minimum) / Aucun site web → opportunité maximale / Note 4.9/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:00 – 18:30 | mardi: 08:00 – 18:30 | mercredi: 08:00 – 18:30;https://maps.google.com/?cid=16762977139758999339;ChIJCe_MpuP2B0gRKydUAeUOoug;;;;2026-05-08
CHAUD;89;Aaz Plomberie;3 Lot. Beau Site, 18400 Saint-Florent-sur-Cher, France;02 36 08 93 65;+33 2 36 08 93 65;;Non;5;58;7;plombier;Saint-Amand-Montrond;7 photos API (matériel suffisant) / 58 avis Google (très bon pour le scraping Maps) / Aucun site web → opportunité maximale / Note 5.0/5 (excellente réputation) / Horaires renseignés (business sérieux) / Catégorie artisan confirmée par Google;lundi: 08:30 – 12:00, 14:00 – 17:00 | mardi: 08:30 – 12:00, 14:00 – 17:00 | mercredi: 08:30 – 12:00, 14:00 – 17:00;https://maps.google.com/?cid=11193213393964463745;ChIJEfZ45Ers-kcRgXZlEkdIVps;;;;2026-05-08
